id,name,neighborhood_overview,transit,house_rules,host_name,host_response_time,host_neighbourhood,city,state,zipcode,country,housetype,room_type,bathrooms,bedrooms,amenities,price
5966633,Wash Park Retreat ⭐ Walkable ⭐ Easy to Downtown,"The Vibe: Local spots where urbanites and nearby residents—mostly 20- and 30-something renters, young-families, and homeowners—hang; foodies visiting the hood’s rich and varied selection of eateries; joggers finishing their loop at the adjacent Wash Park. Grub: Head to the French-inspired Vert Kitchen for homemade sandwiches (try the curried chicken), or a fast-casual brunch. (Or not so casual: They also sell bottles of champagne.) For Greek food—a genre that’s a little sparse in Denver—Pete’s Central One is a mainstay. Wash Park West is also a great destination for Asian cuisine, and Thai Basil, although a chain, serves up the best green curry in that neighborhood. Next door, Fontana Sushi rolls up creative specials, like the Spiderman, which adds extra crab, spicy mayo, and eel sauce to the already scrumptious Spider roll. Get Some Work Done: Head to the cutely named Wash Perk for a home-away-from-home spot to pull out the laptop. The wifi is password-free, the coffee is fresh, and t",A $5 Uber/Lyft will take you pretty much everywhere you want to go.  It's a great biking neighborhood and a bike share is located around the corner. You can also catch public transport a few blocks away.,No crazy parties and please be courteous to the neighbors.  Absolutely no smoking of any kind. There is a $250 fine for failure to return the parking permit as the city will not issue another one. We can not accommodate late checkouts. Thank you!,Sabrina And Gary,within an hour,Speer,Denver,CO,80209,United States,Guesthouse,Entire home/apt,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""No stairs or steps to enter"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""No stairs or steps to enter"",""No stairs or steps to enter""}",$65.00 
5967830,Sloan’s Lake stunner. 1 bed 1 bath parking bikes,There is a 3 mile path around the lake that is great for a morning run or rollerblade.  The place is a 15-30 min walk/5 min bike ride to shops and restaurants. The location is 12 blocks away from Highlands on 32nd and Lowell with a nice selection of unique restaurants and bars.  Toast wine and spirit two blocks away so if you want to pick up a nice bottle of wine or some craft beer to enjoy while watching the sunset.  I have  two adult bike and one childrens bike available to use.,"2 miles to downtown, Coors field, easy to get around by walking, bike riding,  public transportation or Uber/Lift or taxi.  The average cost to downtown is $6-$10 plus there is a bus stop 2 blocks away.  Ubering to the airport is around $30-$60 depending on traffic.  It's also very easy to walk or ride bikes. I have extra bikes if you’d like to use them at your responsibility.","Please abide by the noise ordinance from 10pm-7pm.  420 friendly but please don't smoke inside.   Please no  smoking pot or cigarettes inside.   There will be a $100 charge for smoking inside the house  as it gets into the furniture and it smells for the next guest.  I am sensitive to smoke so I can tell, sorry.  We have to aerate the house to get rid of the smell. No puppies or dogs that are not potty trained, clean up poop or there will be an extra fee.  Also, pay attention to the street parking signs especially during Broncos games they will tow if the cars are not parked on the West side of Newton closet to 20th avenue.  Do not leave anything of value in your car.  It's a safe neighborhood but it's still a city.  There is street sweeping every 3rd week of the month from April to October, as well. Be careful going down the stair the steps picture provided.  If you remember to take off shoes that would be great since the carpets area lighter color.  I have slippers available in the e",Laura,within an hour,Windsor,Denver,CO,80211,United States,Condominium,Entire home/apt,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Outlet covers"",""Changing table"",""Children’s books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Lake access""}",$80.00 
5968656,Highlands Mini Mansion,"Located directly across from an awesome park and library. Down the street from bike rentals that you can take downtown. Located in the heart of Highlands district around the corner from 32nd and Lowell restaurants, bars and shops. Also a couple of minutes from LoHi restaurants and bars! Very close to downtown. Highway access is super close, only minutes from I 70, I 25 and Speer. Not far from Cherry Creek.","Rent a bike around the corner or walk to Highlands or downtown. Get an uber, cab or lyft to and from downtown for only a few bucks. Bus runs near by too. Minutes from Highways I 70, I 25 and Speer.","Please do not try to rent my house if you are under 21 years old. If your intentions are to throw a loud party do not rent my home. This is a neighborhood with families and small children, even though it's  close to downtown. Quiet time is after 10. Please be respectful of the neighbors by keeping the volume down and acting respectful. Small children in their back yards may hear you.  No smoking inside. 420 is OK.  Please respect the property by not dragging dirt inside and keeping the house clean. If it's wet or snowy please remove your shoes. I reserve the right to immediately cancel your reservation at any time. I will not hesitate to cancel if the police are called.",Justin,within an hour,Windsor,Denver,CO,80211,United States,House,Entire home/apt,2.5,6,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests""}",$725.00 
5990927,1880s Historic Apartment By Downtown 420 Friendly,"The neighborhood is one of Denver's oldest with access to several shops and restaurants within five minutes walking distance! The Light Rail is also a three minute walk to the nearest station (20th and Broadway Station), which gives the visitor access to several parts of Denver all for a reasonable price, eliminating the need to rent a car!  Rental car place a five minute walk away as well. Uber and Lyft are also viable options if you are drinking or don't want to worry about where to park when you get to your destination!  Bird and Lime are those electric scooters you may see people cruising on throughout the downtown area.  Price is reasonable and perfect for quick trips in and around the downtown area.  I recommend downloading their apps for more details! I love that my parents grew up in this neighborhood. I've enjoyed watching how the historical district has come into its own and buildings have slowly been reclaimed. The Clements Historic District is now a special pocket gem neigh","You can walk most anywhere from the Row House.  RTD light rail train is located at Union Station  > twenty minute walk or a $6 Lyft Line ride away  Train from Union Station to DIA > $10.50 and is about a 40 minute ride.   B-Cycle station is located a block away at 22nd and Tremont > buy a daily or weekly pass for best benefit  RTD Light Rail ""D Line"" (@ 20th and Broadway Station) takes you to South Suburbs or you can transfer from 18th & California stop to most anywhere in the Denver area. 10 minute walk to downtown and 3 minute walk to the light rail station ($2.25 one way) which can take you to various parts of Denver and the suburbs.  I recommend downloading the Transit APP as it gives you various options for getting cheap and expensive transportation in whatever city you are visiting.  I used it in Chicago and it came in handy.  Uber and Lyft are also a viable option at reasonable rates. Public transportation is also a $10.50 Light Rail ride (A Line from Union Station to DIA) to or","Other Things to Note: -  No smoking cigarettes inside.  You can smoke cigarettes on outside backyard patio. - Marijuana can be smoked inside, but only in the living room  with air purifier on.  Cigarettes are not allowed to be smoked inside the Row House.  (See above) -  No loud music after 11:00pm. -  No pets are allowed per the HOA rules! -You are allowed to have guests in the property but prefer no more than four people inside at once! -Access to garage parking is based on availability, please mention if you'll have a vehicle at booking - I am no longer allowing Early Check In.  Please don’t ask!  It is no longer feasible to allow it.  I will send check in instructions on the day of your arrival before 3:00 pm.  (Usually around 2:00 pm)",Roger,within an hour,Five Points,Denver,CO,80205,United States,Townhouse,Entire home/apt,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$79.00 
6017776,Eclectic Mid-Mod Private Attachment,"PLEASE READ!!!! QUIET, URBAN and DIVERSE neighborhood on the OUTSKIRTS (northeast) of town but with easy access to all major hubs by car (would take some time if wanting to walk) usually 10 MINUTES DRIVE to central Denver and short Uber/Lyft ride. Small cute old houses with large trees and ample yards. Close to City Park and enjoyable neighborhood to run or bike around. Northeast Park Hill is located between Stapleton and Five Points areas.","PLEASE READ located right near the intersection of Colorado and Martin Luther King Blvd on the outskirts on Denver. It will take you a 10 -15 minute drive to head straight into Denver depending on where you want to go and 5 minutes to get to the heart of Stapleton. Only 2 minutes from City Park, the zoo and the history museum. Driving/renting a car is recommended or taking a Lyft or Uber is approximately $10-15.  There is a bus stop right next to my house and will take you about 20 min to get into town. $30 Uber ride from airport generally. Or you can take the light rail for $11 to the Colorado Blvd and 40th stop. From there it's a 3 min car ride approximately $5.95 which is the base fare for Uber.","NO SMOKING please. I know Colorado is 420 friendly, but kindly refrain from any smoking on the property (tobacco, marijuana and any other drugs) indoors or outdoors. This policy is strict and should any smoking be detected on the property this can jeopardize your reservation. No pets. No parties or large gatherings. Please turn off lights and heater (or on lowest setting) when you are not home and after your stay. And while this may seem obvious, please lock door and windows prior to your departure. And then place key back in the lock box. If anything is damaged, or if additional cleaning is needed please let me know. I'm more lenient and understanding if I don't find damages on my own and if guests are honest. Please always try to park in front of my house (on my side of the street) unless it's a street sweeping day. The neighbors can be particular about parking in front of their house and this avoids conflict. Thank you. Lastly, max number of guests is 2. If anything changes with the",McKenna,within an hour,Northeast Park Hill,Denver,CO,80207,United States,Guest suite,Entire home/apt,1,1,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""No stairs or steps to enter"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Accessible-height bed"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Handheld shower head""}",$65.00 
6044888,Centrally Located and Easy Access,Welcome to a quite and peaceful neighborhood.,Public transit is very accessible!,I appreciate you being a nice individual and kind. I will treat you with the same kindness. I am respectful too. Late fee is 10.00. for arrival after 10:30 pm.,Denise,within an hour,Harvey Park South,Denver,CO,80236,United States,House,Private room,1.5,1,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""Disabled parking spot"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter""}",$45.00 
6051958,Denver's West End Neighborhood!,"This side of Sloan’s Lake has recently become popular.  Colfax Ave, which is US Hwy 40, runs through the middle of the neighborhood at 25-30 mph.  Before I-70 was built in the 1960’s, it was the main E/W highway thru Denver, where travelers would come to stay.   Some call this neighborhood and block ""wonderfully urban-cool"".  Some others, who live in more suburban areas, might describe the neighborhood as “a bit gritty”.  There are still a few “no-tell"" motels nearby & used car dealerships - BUT, the neighborhood is quite wonderful with great architecture & very-wonderful neighbors. Now, there are lots of Subaru Outbacks, but the neighborhood hasn’t yet been overrun with Audis.   Its not yet the same as being in The Highlands, yet it is geographically very close – and it is incredibly more reasonably-priced.","By car, downtown is between six and ten minutes away depending on traffic.  By bike, its about 12-14 minutes getting there and possibly double that time getting back [coming back up the hill]. I-25 [at Colfax] is four to five minutes away. I-70 [at Sheridan] is eight to ten minutes away.  6th Ave Freeway [at Sheridan] is six to ten minutes away.  The house is 40 blocks directly west of downtown Denver.  This home is 5 blocks away from the W-Line Light Rail station, 2.5 blocks from Sloan’s Lake Park, 1.5 blocks from the D9 bike path into Denver.","Non Smoking inside AND outside (kids and non-smoking neighbors nearby). Entertaining is great. Guests should feel free to enjoy their time in the home. But, unless approved in advance, please, no 10+ person parties… Owner reserves the right to pass-along excessive utility expenses. If the total utilities were to exceed $250 in any month [on average, its half that throughout the year], anything over $250 may be billed to the guest.   Owner is a licensed real estate broker in the State of Colorado.",Steve,Within a day,West Colfax,Denver,CO,80204,United States,House,Entire home/apt,2,3,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",$78.00 
6108231,Great Home near Cherry Creek,"We are in a great location in Denver. Just 5 minutes to Cherry Creek Mall & shopping area, 10 minutes to Capital Hill, Wash Park and 15 minutes to downtown! About 30 minutes from Denver International Airport.","We're about 10 minutes to the LightRail, buses & Uber/Lift can take you anywhere!","This is our primary residence. We ask that you respect that and leave our house in the same condition you found it (minus obvious cleaning, making beds, etc). We appreciate guests who respect that!",Alysen,Within a day,Washington Virginia Vale,Denver,CO,80224,United States,House,Entire home/apt,3,3,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace""}",$299.00 
6141491,4br 3bath house near Cherry Creek,"Quiet, residential neighborhood with very little traffic.",Free street parking!,"No smoking in the house. Well behaved pets allowed. Please be respectful of my neighbors, no parties or excessive noise.",Brian,within an hour,Washington Virginia Vale,Denver,CO,80246,United States,House,Entire home/apt,3,4,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$199.00 
6156061,Modern Home in Lohi / Downtown!,Pleasant Neighbourhood,Free street parking!,No Smoking!,Mark,within an hour,Highland,Denver,CO,80211,United States,House,Entire home/apt,3,3,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",""Patio or balcony""}",$499.00 
6181716,Spacious Capitol Hill Condo,Pleasant Neighbourhood,Free street parking!,"No parties, NO SMOKING - in the apartment, or on the property, no more than 2 guests overnight. Third floor apartment, so no stomping on the floor please! :)",Mary,Within a day,Capitol Hill,Denver,CO,80203,United States,Apartment,Entire home/apt,2,2,"{Internet,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",$150.00 
6185753,Cozy Private Entrance Garden Apartment,"There are 2 grocery stores within 1 block of the space but there are also wonderful restaurants within walking distance as well.  This is great place if you would like to explore Denver on foot or rent a bicycle.  Cheesman Park is just a couple of blocks away and the Denver Botanical Garden is just about a 10 or 15 minute stroll.   There are some great restaurants near by.  Some of my favorites are Potager, Fruition and Table Six.",Parking is easy on the near by streets of Downing or Corona.  There is a bus stop across the street from the property but  it is an easy walk to many near by attractions.,Please be respectful of the neighbors and be quiet when leaving and returning early in the morning or late at night.,Candace,within a few hours,Capitol Hill,Denver,CO,80218,United States,Apartment,Entire home/apt,1,1,"{TV,Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$90.00 
6187302,Scottish 5 Star Capitol Hill Walk DWTN 3BD+Garage,"The historical Capitol Hill neighborhood is rich with culture and diversity. It is one of the most sought after areas to live in Denver. Just blocks away from the Governor's Mansion, The Kirkland Museum, The Denver Art Museum, The Molly Brown House, and The Capitol Building, you will not run out of things to do without needing to travel far. It is also within walking distance to Cheeseman Park and the Denver Botanic Gardens, a must see while in town. It is also within minutes by car of many Denver attractions such as the Denver Zoo and the Denver Aquarium. DOWNTOWN VENUES  Denver Convention Center 1.2 miles  16th Street Mall Downtown 7 blocks  Capitol Building 6 blocks  Whole Foods Market 3 blocks SPORTS STADIUMS / VENUES  Coors Field 1.7 miles  Pepsi Center 2.0 miles  Invesco Field 2.6 miles HOSPITALS  Denver General Hospital 0.3 miles  Children's Hospital 1.0 miles  Presbyterian St. Luke's 1.4 miles  National Jewish Health of Denver 2.3 miles OTHER  Denver Public Library (central) 6 ","I highly recommend lift sharing services Uber/Lyft especially if you don't have any out of town trips planned. Either will get you to/from DIA for under $40. The house is located within walking distance to many museums, libraries, beautiful parks, botanic gardens and diverse theaters and venues. Bus / RTD 2 Blocks to the 10 route bus stop. (Downtown). 2 Block to the 15/15L route bus stop. (North/south). 8 Blocks to the 0 route (east/west). There is a B-Cycle (Bicycle rental) station 2 blocks away. Lime, Lyft, Bird, spin and razor scooter rentals are available in the neighborhood to use round the city. The house comes with a garage but if needed there is street parking.","Please treat this as your own home. Please NO smoking of any kind in the house. Please use coasters on the dining table. Please leave the house with the dishes washed and put away, or rinsed and in the dishwasher (running). Please, leave all used towels and hand towels in the basement by the washing machine (dirty hamper).",Joshua,within an hour,Capitol Hill,Denver,CO,80218,United States,House,Entire home/apt,2,3,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Well-lit path to entrance""}",$365.00 
6226492,Downtown Denver Apartment,Pleasant Neighbourhood,Free street parking!,"No smoking in the apartment, please be respectful to other tenants when coming and going",Allison,Within a day,North Capitol Hill,Denver,CO,80203,United States,Apartment,Entire home/apt,1,1,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Family/kid friendly"",Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo}",$100.00 
6288460,Charming Historic Bungalow,"My neighborhood is unique in the fact that it is located in a very desirable area of Denver which offers walking distance to shops, restaurants, parks, etc.  In addition, throughout the summer South Pearl Street plays host to a weekly street fair and other street festivities throughout the warmer months.","RTD (or light rail system) is located within walking distance of the home, and a bus system also picks up very close.  There is always a cab or uber driver near as well.",No Smoking!,Joshua,Within a day,Platt Park,Denver,CO,80210,United States,House,Entire home/apt,2,3,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",$300.00 
6300806,Upstairs of Charming cottage style (1 of 2 bdrms),"Great neighborhood with character close to downtown and city park! Tons of great restaurants within walking distance including NOLA, Jackrabbit Slim's, Corner Ramen, and an awesome taco truck that parks down the block!","Close to bus stops for busses numb(PHONE NUMBER HIDDEN), and 44. Very close to I-70 and I-25 for easy access!",No Smoking!,John,within an hour,Cole,Denver,CO,80205,United States,House,Private room,1,1,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials}",$50.00 
6333040,Historic Carriage House in Denver's Oldest Neighborhood,"Denver's oldest neighborhood is picture-perfect. It's nestled between Welton Street and hip RiNo, with its craft breweries and restaurants. It's about one mile to Denver's 16th Street Mall and one block from Curtis Park with its public outdoor pool.",12-minute walk from 38th and Blake Airport Train stop ($9 fare). Easy access to light-rail (1/2 block) and B-Cycle (Denver's bike share).  Walkable to RINO and Welton Street corridor.  We are a mile from the 16th Street Mall in downtown Denver which is walkable but may be too far for some.,No metal or glass containers in tub. No cigarette smoking inside. Other types of smoking permitted. We love having your furry friends stay with us however due to recent damage from guests bringing pets we are requiring that guests wanting to bring dogs disclose how many and type of dogs who will be staying.,Mick,within an hour,Five Points,Denver,CO,80205,United States,Guesthouse,Entire home/apt,1,1,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Gym,""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Hot water kettle"",""Ceiling fan"",""Heated floors"",""Smart TV"",""Gas oven"",""Private gym"",""Private hot tub"",Netflix,""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",$135.00 
6348993,Cozy Private Spacious Bedroom and Bathroom,"You won't lack welcoming local opportunities or refreshments here, with quality restaurants, coffee shops, and bars right outside the front door.  Interesting developments on every corner make neighborhood activities quite walkable; Union Station, Coors Field, the Pepsi Center, Sports Authority Field, and downtown Denver are a short walk or just a few minutes on the bus from a stop in front of the house. Lyft and Uber are also popular services if you'd like a ride anywhere with no need for maps or parking fees.","A bus stop right outside the front door will connect you with public transportation, and from there a 7 minute trip to the Union Station hub in downtown Denver will link you to every transit option that the city has to offer.  Our Sunnyside neighborhood is also very walkable, with restaurants and coffee shops located frequently along the short path into Riverfront Park and downtown Denver.  Automated bike rental kiosks around the city are also popular, and noted below are a few car service and transit websites which may benefit your planning. 1) Lyft - A car service which many have found to be convenient, timely, and affordable. Please ask for a referral code if you are a new customer and we will send a link to the app, which often includes an introductory offer and free rides.  2) Uber - Another car service which many have found to be convenient, timely, and affordable 3) RTD-Denver - Just search for that term in your web browser for detailed public transport options, along with a tri","General respect for the house and our environment is necessary, of course, and keeping that in mind it'll be easy to have a great stay.   A few guidelines while you're visiting: - Please remove your shoes at the front door - No smoking in the house, but the back patio is a great environment and quite comfortable - Manage the noise at late hours, please, including late night/early morning returns - Clean up after yourself in general when using dishes and preparing food   - Just let us know if you'd like to use the washer and dryer, and we'll be happy to answer any questions about that and show you where we keep detergent - Feel free to let us know any time with a call, text, email, or in person if there is anything that we can do to make you more comfortable (adjust the heat or A/C, more towels, you name it) - Enjoy yourself! Your space in the house will be respected as private, and although we enjoy relating with guests that is never a requirement for you to relax here. With these thin",Matt & Vicki,within an hour,Sunnyside,Denver,CO,80211,United States,Townhouse,Private room,1,1,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",$51.00 
